iter	MultiClass
592	0.0246345615
593	0.02458870895
594	0.02454076052
595	0.02450230641
596	0.02445752326
597	0.02438579811
598	0.02427927899
599	0.02422904212
600	0.02413384634
601	0.02404200706
602	0.02399449606
603	0.02397776235
604	0.0239447873
605	0.02386928082
606	0.0238326197
607	0.02377250257
608	0.02372283243
609	0.02366376516
610	0.02363451709
611	0.02355171241
612	0.02351575206
613	0.02347195647
614	0.02342456934
615	0.0233510043
616	0.02329218151
617	0.02324715942
618	0.02323325814
619	0.02318879842
620	0.02316750525
621	0.0231322093
622	0.02310146214
623	0.02306368267
624	0.0230013703
625	0.02291708173
626	0.02287364557
627	0.022859084
628	0.02282538903
629	0.02277627223
630	0.02274237718
631	0.0226705549
632	0.02259747803
633	0.02250087931
634	0.022462053
635	0.02238842725
636	0.02234950749
637	0.02230625739
638	0.02229030778
639	0.02223506581
640	0.02215543086
641	0.02210628335
642	0.02207172224
643	0.02205904478
644	0.02203581661
645	0.0220107538
646	0.02199772875
647	0.02198512619
648	0.02190113072
649	0.02187683073
650	0.02181982036
651	0.02178749802
652	0.02174510703
653	0.02170273835
654	0.02167681572
655	0.02162367904
656	0.02159535372
657	0.02156426214
658	0.02149935418
659	0.0214365216
660	0.02141196009
661	0.02138084678
662	0.02135615322
663	0.02132741863
664	0.02130084709
665	0.02125590147
666	0.02122359203
667	0.02117303829
668	0.02114149724
669	0.02111801983
670	0.02109997208
671	0.02108497493
672	0.02103803932
673	0.02100955375
674	0.02098876295
675	0.0209592364
676	0.02088566556
677	0.0208240987
678	0.02081415634
679	0.02079964566
680	0.02075715016
681	0.02070515519
682	0.02067526785
683	0.02061626627
684	0.02058332493
685	0.02055624336
686	0.02052466543
687	0.02046516138
688	0.02042505712
689	0.02040641809
690	0.02039676676
691	0.02035056971
692	0.0203112044
693	0.0202550001
694	0.02022210845
695	0.02020358078
696	0.02015058093
697	0.02012363217
698	0.02009789066
699	0.020076329
700	0.02004812586
701	0.02000213565
702	0.0199763405
703	0.01993420244
704	0.01988275522
705	0.01980580356
706	0.01978630424
707	0.01975085432
708	0.01970293623
709	0.01966574385
710	0.01963834018
711	0.01958499147
712	0.01955718379
713	0.01953019521
714	0.0194913039
715	0.01946718813
716	0.01942858128
717	0.01941226651
718	0.01938921872
719	0.01936727438
720	0.0193039549
721	0.01927559767
722	0.01924986631
723	0.01921533461
724	0.01919019359
725	0.01917102415
726	0.01910133905
727	0.01908540091
728	0.01907136729
729	0.01904269529
730	0.01902018056
731	0.01896400707
732	0.01889715304
733	0.01887456642
734	0.01884441808
735	0.01880504309
736	0.01877153188
737	0.01873833037
738	0.01871493378
739	0.01866173405
740	0.01863939905
741	0.01862997825
742	0.01859499844
743	0.01854242548
744	0.01852093317
745	0.01847641188
746	0.01842919419
747	0.01841016934
748	0.01838768118
749	0.01836004631
750	0.01833440872
751	0.0183164701
752	0.01829870321
753	0.01826010884
754	0.01821296668
755	0.01817651529
756	0.01815833468
757	0.01814715986
758	0.01809915565
759	0.01809176919
760	0.01806748684
761	0.01803490128
762	0.01800359056
763	0.01798793648
764	0.01796723957
765	0.01792629587
766	0.0178998139
767	0.01787327964
768	0.01785261137
769	0.0178295107
770	0.01781467061
771	0.0177926748
772	0.01775102157
773	0.01771948735
774	0.01770045132
775	0.01762721049
776	0.01759711502
777	0.0175778582
778	0.01753885937
779	0.01749823369
780	0.01746322797
781	0.01742383867
782	0.01739031291
783	0.01733560183
784	0.01730408689
785	0.01727964834
786	0.01726250304
787	0.0172381056
788	0.0171893821
789	0.01714498629
790	0.01713211783
791	0.0170763806
792	0.0170409192
793	0.01700093338
794	0.01696731796
795	0.01694610051
796	0.01693305918
797	0.01691090635
798	0.01689601061
799	0.0168411954
800	0.01683432443
801	0.01681757157
802	0.0167756707
803	0.01675058981
804	0.01672976409
805	0.01667980918
806	0.01665692934
807	0.01662568561
808	0.01659556244
809	0.01655336293
810	0.016534296
811	0.01652729189
812	0.01651585177
813	0.01649635979
814	0.01648433005
815	0.01646803349
816	0.01644555638
817	0.01641511641
818	0.01637195711
819	0.01635771831
820	0.01633475062
821	0.01632477539
822	0.0163030272
823	0.01628486383
824	0.01626614479
825	0.01624852061
826	0.01623198804
827	0.01621450861
828	0.01620371167
829	0.01619154951
830	0.01617552519
831	0.01614455209
832	0.01612228264
833	0.01611531323
834	0.01609532841
835	0.01608328982
836	0.01606514066
837	0.01605239306
838	0.01603343274
839	0.01601349329
840	0.01599436388
841	0.01597820207
842	0.01595975318
843	0.015948078
844	0.01593777702
845	0.01591358523
846	0.01589233756
847	0.01587992819
848	0.01587421998
849	0.01586100697
850	0.01582983337
851	0.01579736922
852	0.01576535488
853	0.01573433212
854	0.01571923152
855	0.01570373531
856	0.01568596614
857	0.01566190278
858	0.01564660527
859	0.01561718947
860	0.0156002522
861	0.01558093953
862	0.01556677746
863	0.0155327061
864	0.01551623242
865	0.01549256833
866	0.01547662352
867	0.01543240812
868	0.01540582804
869	0.01537025254
870	0.01533287109
871	0.01530647392
872	0.01528208568
873	0.01526396997
874	0.01524567979
875	0.01522825603
876	0.01520677328
877	0.01519281788
878	0.01515024835
879	0.0151444805
880	0.01512699103
881	0.01511217948
882	0.01509436589
883	0.01507976992
884	0.015065861
885	0.01504831033
886	0.01503412723
887	0.01501930098
888	0.0149929595
889	0.0149700827
890	0.01495752162
891	0.01494000766
892	0.0148973569
893	0.0148751504
894	0.01486446623
895	0.01484628743
896	0.01483286687
897	0.01482268404
898	0.01479344525
899	0.01477772361
900	0.0147596888
901	0.01474519026
902	0.01473205855
903	0.01470887543
904	0.01469077312
905	0.01467102467
906	0.01464285722
907	0.01462490009
908	0.01461035581
909	0.01460356586
910	0.01457199651
911	0.01455138956
912	0.01452647118
913	0.01451131688
914	0.01449269715
915	0.01448183196
916	0.01446961735
917	0.01444973313
918	0.01441934048
919	0.0144086068
920	0.01438230673
921	0.0143629302
922	0.01434614535
923	0.01432409829
924	0.01430850695
925	0.0142985644
926	0.01428630465
927	0.01425687031
928	0.01421929913
929	0.01420397741
930	0.01416541121
931	0.01414233432
932	0.01412899868
933	0.01410600839
934	0.01408471479
935	0.01407472922
936	0.0140547596
937	0.01403688939
938	0.01402104695
939	0.01399364856
940	0.01398130034
941	0.01397055219
942	0.01395864146
943	0.01392608477
944	0.01391589958
945	0.01389719685
946	0.01388498273
947	0.01386749701
948	0.01386195145
949	0.01384868139
950	0.01383262511
951	0.01382265701
952	0.01381468946
953	0.01380225477
954	0.01378972896
955	0.01378240973
956	0.01376131241
957	0.01375222667
958	0.01373683681
959	0.01372228692
960	0.01370753365
961	0.01368915024
962	0.01367489794
963	0.01365516688
964	0.01363898105
965	0.01362452984
966	0.01361973631
967	0.01359190139
968	0.01357965508
969	0.01356757701
970	0.01354051999
971	0.01352319448
972	0.01351701795
973	0.01350874565
974	0.01349350847
975	0.01346097247
976	0.01344759753
977	0.01344216081
978	0.01342019823
979	0.01340053699
980	0.01337546911
981	0.01336215674
982	0.01333400114
983	0.0133245124
984	0.01331142705
985	0.01329760433
986	0.0132689213
987	0.01325724283
988	0.01321928189
989	0.01318832539
990	0.01317827671
991	0.01316400856
992	0.01315316365
993	0.01314313012
994	0.01312891286
995	0.01311560421
996	0.01310405766
997	0.01308330983
998	0.01307307709
999	0.013062575
