iter	RMSE
559	0.2296988169
560	0.2285217273
561	0.2280849492
562	0.2263927016
563	0.2259638132
564	0.2248087754
565	0.2243864485
566	0.2232440852
567	0.221593792
568	0.2211811022
569	0.2207727344
570	0.2196518474
571	0.2192492571
572	0.2176360792
573	0.217248312
574	0.2156541959
575	0.2140752728
576	0.2128690088
577	0.2118228273
578	0.2108385234
579	0.2094209352
580	0.2085045587
581	0.2076113475
582	0.2067406303
583	0.2063789603
584	0.206021119
585	0.2051781886
586	0.2048270723
587	0.2044796602
588	0.2041355481
589	0.2033225331
590	0.2029849141
591	0.2026505085
592	0.2012523706
593	0.2009238256
594	0.2006443533
595	0.1998712648
596	0.1995515506
597	0.1981859635
598	0.197871552
599	0.1975604553
600	0.1962164507
601	0.195937082
602	0.1951810013
603	0.1949231433
604	0.1936066001
605	0.1928809239
606	0.1921485351
607	0.190858909
608	0.1901518543
609	0.1898637687
610	0.1885959822
611	0.188312962
612	0.1870630656
613	0.1868086659
614	0.186115965
615	0.1848897136
616	0.184213822
617	0.1837521002
618	0.182545749
619	0.1822799126
620	0.1815503608
621	0.1809040368
622	0.1797198407
623	0.1790134393
624	0.1783621219
625	0.1772005243
626	0.1765801054
627	0.1758977101
628	0.1748888271
629	0.1741585565
630	0.173162998
631	0.1724844152
632	0.1718166938
633	0.1711569931
634	0.170569973
635	0.1699296024
636	0.1693591197
637	0.1683946042
638	0.1672659661
639	0.16662345
640	0.1659912737
641	0.165376582
642	0.1648321716
643	0.16385919
644	0.1627700362
645	0.1621018209
646	0.1611479637
647	0.1602034909
648	0.1591689156
649	0.1586121055
650	0.1576853229
651	0.1571556987
652	0.1569440132
653	0.1564302206
654	0.1562225161
655	0.1560170346
656	0.1551115819
657	0.1541230248
658	0.1539219817
659	0.1533987742
660	0.1525111523
661	0.1516322536
662	0.1514366874
663	0.1505674053
664	0.149308596
665	0.1487499982
666	0.1474239679
667	0.146879825
668	0.1463443825
669	0.145051804
670	0.1438704186
671	0.1433547278
672	0.1421079572
673	0.1419343335
674	0.141762662
675	0.140538056
676	0.1403597418
677	0.1396592327
678	0.138459395
679	0.1373621172
680	0.1371967621
681	0.1359732086
682	0.1358100598
683	0.1356487471
684	0.1345042647
685	0.1343374435
686	0.1335641839
687	0.1334075918
688	0.1326428123
689	0.1314700183
690	0.1307182943
691	0.1305579864
692	0.1298145392
693	0.1286744319
694	0.1276379639
695	0.1274884151
696	0.1264657472
697	0.1263115448
698	0.1255933735
699	0.1249761681
700	0.1239378151
701	0.1237880279
702	0.1227684096
703	0.1226268414
704	0.1216516496
705	0.1215063144
706	0.1205857775
707	0.1204481628
708	0.1194155259
709	0.1185165315
710	0.1176291546
711	0.11749403
712	0.1166184167
713	0.1164851184
714	0.1163533397
715	0.1154452422
716	0.1153100762
717	0.1144141378
718	0.1142862162
719	0.1133663209
720	0.1132401904
721	0.1123658512
722	0.1122366924
723	0.1113740478
724	0.1112468612
725	0.1103957498
726	0.1102750945
727	0.1098156965
728	0.1089790661
729	0.108116272
730	0.1076688081
731	0.1067752903
732	0.1061234982
733	0.1059733047
734	0.105191913
735	0.1044193353
736	0.1039890786
737	0.1031775514
738	0.1030315568
739	0.1024063908
740	0.1019871144
741	0.101614858
742	0.1010008212
743	0.1006340265
744	0.1002299464
745	0.09963921826
746	0.09887414456
747	0.09806290985
748	0.09748688449
749	0.09677597727
750	0.09607314412
751	0.09565288238
752	0.09523710879
753	0.0948773133
754	0.09452087699
755	0.09416777346
756	0.09376531177
757	0.09341842065
758	0.09307478549
759	0.09273438058
760	0.0923971804
761	0.09201045815
762	0.09167922533
763	0.09135112304
764	0.0910261264
765	0.09065186695
766	0.09023656447
767	0.08982503824
768	0.08941725775
769	0.08899632066
770	0.08868513978
771	0.08826965213
772	0.0879633076
773	0.08756968297
774	0.08688170789
775	0.08658166584
776	0.08590494667
777	0.08560917602
778	0.08521257694
779	0.08455024727
780	0.08426045335
781	0.08360901617
782	0.08332335423
783	0.08268265476
784	0.08240106995
785	0.08202304811
786	0.08139515207
787	0.08111920606
788	0.08065738247
789	0.08004227799
790	0.07943610256
791	0.07916781957
792	0.07857172785
793	0.07830729089
794	0.07786422387
795	0.0772803531
796	0.07670500497
797	0.07644794634
798	0.07619336236
799	0.07568679174
800	0.07512575324
801	0.07457293706
802	0.07432450875
803	0.07385195659
804	0.07360688008
805	0.07306849937
806	0.07282696421
807	0.07234612396
808	0.0718200807
809	0.07136593569
810	0.07113005324
811	0.07061668558
812	0.07038422349
813	0.06992346993
814	0.06937692755
815	0.06914854134
816	0.06892237313
817	0.06848772381
818	0.0682646457
819	0.06804374057
820	0.06760199063
821	0.06711098096
822	0.06673878797
823	0.06632081152
824	0.06610598036
825	0.06574165939
826	0.0655298498
827	0.06510899706
828	0.06460210537
829	0.0641042562
830	0.0638967574
831	0.06369129491
832	0.06348785161
833	0.0632864105
834	0.06308695471
835	0.06270963467
836	0.06222623943
837	0.06203021755
838	0.06183613425
839	0.06144938408
840	0.06125799928
841	0.0608942926
842	0.06055992518
843	0.06022879723
844	0.06004180755
845	0.05966936533
846	0.05948498924
847	0.05913440377
848	0.05867990351
849	0.05849871884
850	0.05831934288
851	0.05800218391
852	0.05782536567
853	0.05748673493
854	0.05704721092
855	0.056873462
856	0.0567014568
857	0.05639408874
858	0.05609110502
859	0.05578803672
860	0.05562080908
861	0.05519541858
862	0.05487656244
863	0.05446165623
864	0.0541485235
865	0.0537438605
866	0.05343633922
867	0.05305666792
868	0.05275466984
869	0.05238432316
870	0.05216090744
871	0.05186574838
872	0.05148842574
873	0.05119853735
874	0.05091171955
875	0.05060855069
876	0.05032666313
877	0.04998488502
878	0.04970273115
879	0.0494262984
880	0.04913640265
881	0.04886472065
882	0.04859107355
883	0.04832372399
884	0.04804471348
885	0.04778196254
886	0.04745850074
887	0.04723737031
888	0.04697937849
889	0.04691928744
890	0.04670177608
891	0.04644785649
892	0.04638884513
893	0.04613793227
894	0.04588667637
895	0.04562596351
896	0.04538052434
897	0.04517106667
898	0.04492056733
899	0.04468054094
900	0.04444402975
901	0.04438788952
902	0.04423561621
903	0.04398598481
904	0.04375195929
905	0.04355097604
906	0.04332384968
907	0.04317733489
908	0.04294323651
909	0.04288962737
910	0.04274611787
911	0.04258323661
912	0.04242242498
913	0.04228086456
914	0.04212202873
915	0.04192825472
916	0.04170562771
917	0.04151491436
918	0.04137721899
919	0.04122197657
920	0.0410343984
921	0.04073156284
922	0.04043310435
923	0.04013896349
924	0.04000593098
925	0.0398747983
926	0.03966214703
927	0.03953336341
928	0.03932436519
929	0.03919788193
930	0.03899247664
931	0.03886824656
932	0.03866637538
933	0.03854435278
934	0.03834595811
935	0.0381904503
936	0.03799525134
937	0.03784200819
938	0.03770056188
939	0.03754924038
940	0.03735882491
941	0.03723360647
942	0.03710974646
943	0.03697205942
944	0.0368498646
945	0.03665434228
946	0.0364538975
947	0.0362700604
948	0.03615066373
949	0.0359539889
950	0.03582502466
951	0.0357075717
952	0.03542222296
953	0.03529167286
954	0.03517622413
955	0.034896655
956	0.03476923046
957	0.03449492002
958	0.03437052713
959	0.03425786525
960	0.03414642199
961	0.03387775699
962	0.0337546996
963	0.03349111273
964	0.03337044979
965	0.03324996271
966	0.03314149105
967	0.03303419049
968	0.03280755452
969	0.03270194452
970	0.03247998877
971	0.0323713327
972	0.0321542619
973	0.03196188064
974	0.03185966683
975	0.03164807636
976	0.03154748686
977	0.03135890256
978	0.0312597584
979	0.03105403808
980	0.03095647499
981	0.03075506906
982	0.0305711328
983	0.03047546976
984	0.03027922032
985	0.03018509138
986	0.03000477417
987	0.02991200402
988	0.02973294401
989	0.02955588534
990	0.0293808014
991	0.02916861213
992	0.02895955828
993	0.02875359764
994	0.0286004205
995	0.02845004881
996	0.02834727729
997	0.0281475908
998	0.02810581111
999	0.02796174447
